ward_id,ward_name,ward_area_km2,canal_count,canal_count_major,canal_count_drain,canal_count_river,canal_length_km,canal_length_major_km,canal_length_drain_km,canal_density,has_canal,has_major_canal,has_named_canal,has_river,named_canals,distance_to_canal_m,primary_drainage_type,distance_to_hooghly_m,building_count,total_area_m2,mean_area_m2,median_area_m2,max_area_m2,std_area_m2,mean_confidence,WARD,ward_area_m2,ward_area_km2_bldg,building_density_per_km2,building_coverage_pct,imperviousness_estimate,building_size_variability,ward_name_lc,total_pixels,lc_10_pct,lc_10_count,lc_20_pct,lc_20_count,lc_30_pct,lc_30_count,lc_40_pct,lc_40_count,lc_50_pct,lc_50_count,lc_60_pct,lc_60_count,lc_70_pct,lc_70_count,lc_80_pct,lc_80_count,lc_90_pct,lc_90_count,lc_95_pct,lc_95_count,lc_100_pct,lc_100_count,built_up_pct,vegetation_pct,water_pct,wetland_pct,cropland_pct,imperviousness_worldcover,runoff_coefficient,ward_name_soil,sand_pct,silt_pct,clay_pct,bulk_density_g_cm3,clay_std,infiltration_index,soil_type,neighbor_count,neighbor_avg_canal_density,neighbor_max_canal_density,neighbor_canal_wards,neighbor_avg_imperviousness,neighbor_max_imperviousness,neighbor_min_imperviousness,neighbor_avg_runoff,neighbor_max_runoff,neighbor_avg_building_coverage,neighbor_canal_fraction,neighbor_pipe_fraction,neighbor_imperviousness_std,neighbor_runoff_std,imperviousness_vs_neighbors,runoff_vs_neighbors,lower_runoff_than_neighbors,higher_imperv_than_neighbors,likely_receives_flow,is_boundary_ward,boundary_position,external_flow_east,external_flow_north,external_flow_south,river_proximity_high,tidal_influence_ward
1,"Ward_1
",1.372944597624539,0,0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,,1089.778398434588,river,311.670406920075,5478,637628.8063247345,116.39810265146669,75.38444900512695,16965.4749,348.2360256925292,0.7772125593282219,1,1373039.4519059414,1.3730394519059417,3989.688710252198,46.4392196043333,60.3709854856333,2.9917672003233573,"Ward_1
",14941,13.15842313098186,1966,0.0,0,0.1137808714276153,17,0.2543337126029047,38,85.06124088079781,12709,0.3881935613412757,58,0.0,0,1.0240278428485377,153,0.0,0,0.0,0,0.0,0,85.06124088079781,13.272204002409476,1.0240278428485377,0.0,0.2543337126029047,85.37179572987083,0.7999364165718493,"Ward_1
",2.9454545454545453,93.24090909090908,3.813636363636363,1.2872727272727271,0.168672502866177,0.2698318181818182,silty,2,0.163616365039094,0.2842777441179848,2,82.53974019502596,82.75380101360363,82.32567937644829,0.781532589646966,0.7876263956182852,41.97766353407257,0.5,0.0,0.2140608185776713,0.0060938059713191,2.8320555348448693,0.0184038269248832,0,1,0,1,north,0,1,0,0,0
10,"Ward_10
",0.4384902814491712,0,0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,,870.052978309812,river,1129.8307311544318,3152,216402.15224289897,68.65550515320398,49.75404930114746,943.97412109375,68.38020483120889,0.7488319479695431,10,438699.78435450885,0.4386997843545088,7184.867903771069,49.32807353924445,64.1264956010178,0.995990120218608,"Ward_10
",4776,0.9003350083752094,43,0.0,0,0.0,0,0.0,0,99.03685092127304,4730,0.0628140703517587,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,99.03685092127304,0.9003350083752094,0.0,0.0,0.0,99.08710217755444,0.8931846733668343,"Ward_10
",3.28,93.11,3.61,1.275,0.1445683229480096,0.27341,silty,7,0.3241037541242931,1.3012813435567556,2,94.62150659502728,99.89870853380602,84.02232687946973,0.8702545687491978,0.8993036211699164,46.86556930257186,0.2857142857142857,0.7142857142857143,5.491682419288356,0.0359058166645794,4.465595582527172,0.0229301046176364,0,1,0,0,interior,0,0,0,0,0
100,"Ward_100
",1.4057042681945944,0,0,0,0,0.0,0.0,0.0,0.0,False,False,False,False,,392.4169643290328,pipe,9354.718432782034,6232,601202.0446767807,96.47016121257714,85.35115051269531,1470.4127197265625,69.69359965791747,0.7928756578947369,100,1405303.8932772642,1.405303893277264,4434.6280045282965,42.7809278514654,55.61520620690502,0.7224368528248223,"Ward_100
",15279,8.017540414948622,1225,0.0,0,0.4712350284704497,72,0.5039596832253419,77,90.75201256626742,13866,0.2159827213822894,33,0.0,0,0.0392695857058708,6,0.0,0,0.0,0,0.0,0,90.75201256626742,8.48877544341907,0.0392695857058708,0.0,0.5039596832253419,90.92479874337326,0.8341089076510242,"Ward_100
",3.075,93.42916666666666,3.4958333333333336,1.3666666666666665,0.1019769854210034,0.2738458333333333,silty,6,0.3960966483126015,1.067005301854821,3,81.29040149154675,93.42155773310436,68.58020244910338,0.7709294531062391,0.8561470855641983,39.97699695689904,0.0,0.5,9.73236111488177,0.0666038170496213,9.634397251826512,0.0631794545447851,0,1,0,0,interior,0,0,0,0,0
101,"Ward_101
",1.6763448321535284,5,0,5,0,1.7886688236447443,0.0,1.7886688236447443,1.067005301854821,True,False,False,False,,0.0,drain,9445.676358159952,8543,722750.9748134613,84.60154217645574,75.85579681396484,1135.47412109375,55.56454070417581,0.7918366967107573,101,1676677.9356076294,1.6766779356076291,5095.194383233778,43.10613025103929,56.037969326351075,0.6567792888252951,"Ward_101
",18234,9.674234945705823,1764,0.0,0,0.318087090051552,58,0.652626960623012,119,87.95108039925414,16037,0.4716463749040255,86,0.0,0,0.9323242294614456,170,0.0,0,0.0,0,0.0,0,87.95108039925414,9.992322035757375,0.9323242294614456,0.0,0.652626960623012,88.32839749917736,0.8225732148733137,"Ward_101
",3.0827586206896553,93.36896551724138,3.548275862068966,1.362068965517241,0.1221098704112122,0.2733,silty,6,0.1564201006757606,0.7337627968613387,2,80.95695896376505,94.05740378343118,58.20029027576197,0.772235603186013,0.8640777886497065,38.43226649674788,0.3333333333333333,0.6666666666666666,13.45212210198058,0.0875871416133126,7.371438535412309,0.0503376116873006,0,1,0,0,interior,0,0,0,0,0
102,"Ward_102
",0.9853418307023192,1,1,0,0,0.7230071775606054,0.7230071775606054,0.0,0.7337627968613387,True,True,True,False,Panchanangram Canal,0.0,canal,8131.496025926098,4485,373552.5574652657,83.28931047163114,67.42870330810547,3986.2309,99.88603589351622,0.7832656633221851,102,986372.6570660868,0.9863726570660868,4546.963024441893,37.871341504576776,49.23274395594981,1.1992659721626346,"Ward_102
",10727,18.85895404120444,2023,0.0,0,0.7923930269413629,85,0.1957676890090426,21,79.90118392840496,8571,0.1771231471986576,19,0.0,0,0.07457816724154,8,0.0,0,0.0,0,0.0,0,79.90118392840496,19.6513470681458,0.07457816724154,0.0,0.1957676890090426,80.04288244616389,0.7523259065908455,"Ward_102
",3.0444444444444443,93.35555555555555,3.6,1.4105555555555551,0.1333333333333333,0.2725777777777778,silty,7,0.6477013689333102,2.093642361820734,5,85.6745526459655,94.05740378343118,58.20029027576197,0.8036943783546159,0.8640777886497065,43.17562087307927,0.5714285714285714,0.2857142857142857,11.46448054807152,0.0744053294306771,-5.6316701998016185,-0.0513684717637703,1,0,1,0,interior,0,0,0,0,0
103,"Ward_103
",0.9543072629620426,2,1,1,0,1.9979781119305304,1.7069183355332358,0.2910597763972947,2.093642361820734,True,True,True,False,Panchanangram Canal,0.0,canal,8584.668126538503,5103,448396.5818834305,87.86921063755251,82.39710235595703,795.7335815429688,54.609551636565314,0.7941309033901626,103,953784.150780552,0.953784150780552,5350.267139398194,47.012375023895544,61.11608753106421,0.6214867669839624,"Ward_103
",10387,9.617791470106864,999,0.0,0,0.0288822566669875,3,0.0,0,89.17878116876865,9263,0.4524886877828055,47,0.0,0,0.7220564166746896,75,0.0,0,0.0,0,0.0,0,89.17878116876865,9.646673726773852,0.7220564166746896,0.0,0.0,89.5407721189949,0.8279483970347549,"Ward_103
",3.1058823529411765,93.34117647058824,3.5529411764705885,1.4488235294117646,0.0605625302411,0.2733411764705882,silty,3,0.6619992512994398,1.047477149843756,3,75.71091616295605,88.88957576694229,58.20029027576197,0.7322934216956144,0.8174252376168767,36.401505228841714,1.0,0.0,12.897868296710373,0.0789688898646196,13.82985595603884,0.0956549753391404,0,1,0,1,interior,0,0,0,0,0
104,"Ward_104
",1.188626940284475,2,2,0,0,1.2450595596366862,1.2450595596366862,0.0,1.047477149843756,True,True,True,False,Panchanangram Canal,0.0,canal,8002.373159821294,6513,567809.3958749771,87.18092981344651,80.8989028930664,595.9641723632812,54.711788089324294,0.7930222785198833,104,1188797.7490918622,1.1887977490918622,5478.644289977302,47.76333033173506,62.092329431255585,0.6275660079147919,"Ward_104
",12941,10.911057878061971,1412,0.0,0,0.1081832934085464,14,0.0,0,88.80302913221544,11492,0.1081832934085464,14,0.0,0,0.0695464029054941,9,0.0,0,0.0,0,0.0,0,88.80302913221544,11.01924117147052,0.0695464029054941,0.0,0.0,88.88957576694229,0.8174252376168767,"Ward_104
",3.0388888888888888,93.42222222222222,3.5388888888888888,1.4188888888888889,0.1007686508178725,0.2732277777777777,silty,6,0.8541294257956474,2.093642361820734,6,81.80167105731418,91.18555279845604,58.20029027576197,0.7733493563608295,0.8369037772263578,40.18884499945624,1.0,0.0,11.14834743706582,0.0711434101478648,7.087904709628106,0.0440758812560472,0,1,0,0,interior,0,0,0,0,0
105,"Ward_105
",0.6674313890089728,1,1,0,0,0.4008166943756401,0.4008166943756401,0.0,0.6005361764162573,True,True,False,False,,0.0,canal,7300.490251748614,3959,318087.0338578224,80.34529776656288,70.52749633789062,768.2871704101562,53.79660211373327,0.7875385198282394,105,667286.6816227678,0.6672866816227678,5932.982193458661,47.66872209771515,61.969338727029694,0.6695675242879202,"Ward_105
",7254,8.064516129032258,585,0.0,0,0.0137854976564653,1,0.5238489109456851,38,91.10835401157982,6609,0.0964984835952577,7,0.0,0,0.1929969671905155,14,0.0,0,0.0,0,0.0,0,91.10835401157982,8.078301626688724,0.1929969671905155,0.0,0.5238489109456851,91.18555279845604,0.8369037772263578,"Ward_105
",2.9071428571428575,93.42857142857144,3.6642857142857146,1.41,0.0894997434724404,0.2713214285714285,silty,5,0.8475631210180685,1.6982610427642573,4,86.3456606293091,91.13837764144512,79.85982103364977,0.8009039759897336,0.8365882753919567,42.76852342447326,0.8,0.2,3.888149377000598,0.0283494409874263,4.83989216914695,0.0359998012366241,0,1,0,0,interior,0,0,0,0,0
106,"Ward_106
",1.911217702001334,4,4,0,0,2.620375891641535,2.620375891641535,0.0,1.3710504506616934,True,True,True,False,"Panchanangram Canal, south purbachal canal",0.0,canal,7910.755811445405,9292,784783.7797014015,84.45800470312112,77.17190170288086,4902.1168,74.79946400617244,0.7938755596211795,106,1911098.8824970548,1.9110988824970547,4862.124134497431,41.06453030185427,53.38388939241056,0.8856409083911054,"Ward_106
",20774,15.134302493501492,3144,0.0,0,0.1395975738904399,29,0.067391932222971,14,84.47578704149417,17549,0.1010878983344565,21,0.0,0,0.0818330605564648,17,0.0,0,0.0,0,0.0,0,84.47578704149417,15.273900067391931,0.0818330605564648,0.0,0.067391932222971,84.55665736016174,0.7852291325695581,"Ward_106
",2.8457142857142856,93.57428571428572,3.5799999999999996,1.396,0.1237509018726155,0.2720028571428571,silty,5,0.9716028787479732,1.6982610427642573,5,68.43162904418604,91.18555279845604,24.022905346120098,0.7083710675581132,0.8369037772263578,33.20396254900795,1.0,0.0,25.07463752862533,0.1250963390295843,16.125028315975698,0.0768580650114448,0,1,0,0,interior,0,0,0,0,0
107,"Ward_107
",2.700010891745512,5,5,0,0,4.585323312490585,4.585323312490585,0.0,1.6982610427642573,True,True,True,False,"Lead Canal, south purbachal canal",0.0,canal,7096.212812496698,10155,933992.0407015426,91.97361306760637,73.12439727783203,5022.8173828125,121.0112759668447,0.7920881733136386,107,2699832.5041689137,2.6998325041689135,3761.344447968265,34.59444388714226,44.97277705328494,1.315717322944504,"Ward_107
",29391,18.032731108162363,5300,0.0,0,0.7553332652852914,222,1.0071110203803886,296,79.56857541424246,23386,0.3640570242591269,107,0.0,0,0.2721921676703753,80,0.0,0,0.0,0,0.0,0,79.56857541424246,18.788064373447657,0.2721921676703753,0.0,1.0071110203803886,79.85982103364977,0.7547174305059372,"Ward_107
",2.908510638297872,93.47659574468084,3.614893617021276,1.3482978723404255,0.1472856876585258,0.2718702127659574,silty,6,0.6510620691575915,1.3710504506616934,4,77.9284645052401,91.18555279845604,24.022905346120098,0.7733274349071415,0.8427601483122262,40.08112627196984,0.6666666666666666,0.3333333333333333,24.211478520382187,0.1212291988160856,1.9313565284096657,-0.0186100044012043,1,1,1,0,interior,0,0,0,0,0
