date,gap_days,year,month
2017-02-25,2.0,2017,2
2017-03-03,6.0,2017,3
2017-03-09,6.0,2017,3
2017-03-12,3.0,2017,3
2017-03-21,9.0,2017,3
2017-03-21,0.0,2017,3
2017-03-24,3.0,2017,3
2017-03-27,3.0,2017,3
2017-03-27,0.0,2017,3
2017-04-02,6.0,2017,4
2017-04-02,0.0,2017,4
2017-04-05,3.0,2017,4
2017-04-06,1.0,2017,4
2017-04-06,0.0,2017,4
2017-04-08,2.0,2017,4
2017-04-08,0.0,2017,4
2017-04-14,6.0,2017,4
2017-04-14,0.0,2017,4
2017-04-17,3.0,2017,4
2017-04-20,3.0,2017,4
2017-04-20,0.0,2017,4
2017-04-26,6.0,2017,4
2017-04-26,0.0,2017,4
2017-04-29,3.0,2017,4
2017-05-02,3.0,2017,5
2017-05-02,0.0,2017,5
2017-05-08,6.0,2017,5
2017-05-08,0.0,2017,5
2017-05-11,3.0,2017,5
2017-05-13,2.0,2017,5
2017-05-13,0.0,2017,5
2017-05-14,1.0,2017,5
2017-05-14,0.0,2017,5
2017-05-18,4.0,2017,5
2017-05-18,0.0,2017,5
2017-05-20,2.0,2017,5
2017-05-20,0.0,2017,5
2017-05-23,3.0,2017,5
2017-05-26,3.0,2017,5
2017-05-26,0.0,2017,5
2017-06-01,6.0,2017,6
2017-06-01,0.0,2017,6
2017-06-04,3.0,2017,6
2017-06-07,3.0,2017,6
2017-06-07,0.0,2017,6
2017-06-19,12.0,2017,6
2017-06-19,0.0,2017,6
2017-06-24,5.0,2017,6
2017-06-24,0.0,2017,6
2017-06-28,4.0,2017,6
2017-06-29,1.0,2017,6
2017-06-29,0.0,2017,6
2017-07-01,2.0,2017,7
2017-07-01,0.0,2017,7
2017-07-10,9.0,2017,7
2017-07-22,12.0,2017,7
2017-07-22,0.0,2017,7
2017-07-22,0.0,2017,7
2017-07-25,3.0,2017,7
2017-07-25,0.0,2017,7
2017-07-27,2.0,2017,7
2017-07-27,0.0,2017,7
2017-07-31,4.0,2017,7
2017-07-31,0.0,2017,7
2017-08-03,3.0,2017,8
2017-08-06,3.0,2017,8
2017-08-06,0.0,2017,8
2017-08-12,6.0,2017,8
2017-08-12,0.0,2017,8
2017-08-15,3.0,2017,8
2017-08-18,3.0,2017,8
2017-08-18,0.0,2017,8
2017-08-24,6.0,2017,8
2017-08-24,0.0,2017,8
2017-08-27,3.0,2017,8
2017-09-02,6.0,2017,9
2017-09-02,0.0,2017,9
2017-09-05,3.0,2017,9
2017-09-05,0.0,2017,9
2017-09-07,2.0,2017,9
2017-09-07,0.0,2017,9
2017-09-08,1.0,2017,9
2017-09-11,3.0,2017,9
2017-09-11,0.0,2017,9
2017-09-17,6.0,2017,9
2017-09-17,0.0,2017,9
2017-09-20,3.0,2017,9
2017-09-23,3.0,2017,9
2017-09-23,0.0,2017,9
2017-09-29,6.0,2017,9
2017-09-29,0.0,2017,9
2017-10-02,3.0,2017,10
2017-10-05,3.0,2017,10
2017-10-05,0.0,2017,10
2017-10-10,5.0,2017,10
2017-10-10,0.0,2017,10
2017-10-11,1.0,2017,10
2017-10-11,0.0,2017,10
2017-10-14,3.0,2017,10
2017-10-14,0.0,2017,10
2017-10-14,0.0,2017,10
2017-10-17,3.0,2017,10
2017-10-17,0.0,2017,10
2017-10-19,2.0,2017,10
2017-10-19,0.0,2017,10
2017-10-23,4.0,2017,10
2017-10-23,0.0,2017,10
2017-10-26,3.0,2017,10
2017-10-29,3.0,2017,10
2017-10-29,0.0,2017,10
2017-11-04,6.0,2017,11
2017-11-04,0.0,2017,11
2017-11-07,3.0,2017,11
2017-11-10,3.0,2017,11
2017-11-10,0.0,2017,11
2017-11-16,6.0,2017,11
2017-11-16,0.0,2017,11
2017-11-19,3.0,2017,11
2017-11-21,2.0,2017,11
2017-11-21,0.0,2017,11
2017-11-25,4.0,2017,11
2017-11-25,0.0,2017,11
2017-11-28,3.0,2017,11
2017-11-28,0.0,2017,11
2017-11-30,2.0,2017,11
2017-11-30,0.0,2017,11
2017-12-01,1.0,2017,12
2017-12-04,3.0,2017,12
2017-12-04,0.0,2017,12
2017-12-10,6.0,2017,12
2017-12-10,0.0,2017,12
2017-12-13,3.0,2017,12
2017-12-22,9.0,2017,12
2017-12-22,0.0,2017,12
2017-12-25,3.0,2017,12
2017-12-28,3.0,2017,12
2017-12-28,0.0,2017,12
2018-01-03,6.0,2018,1
2018-01-03,0.0,2018,1
2018-01-06,3.0,2018,1
2018-01-06,0.0,2018,1
2018-01-06,0.0,2018,1
2018-01-09,3.0,2018,1
2018-01-09,0.0,2018,1
2018-01-11,2.0,2018,1
2018-01-11,0.0,2018,1
2018-01-15,4.0,2018,1
2018-01-15,0.0,2018,1
2018-01-18,3.0,2018,1
2018-01-21,3.0,2018,1
2018-01-21,0.0,2018,1
2018-01-27,6.0,2018,1
2018-01-27,0.0,2018,1
2018-01-30,3.0,2018,1
2018-01-30,0.0,2018,1
2018-01-30,0.0,2018,1
2018-02-02,3.0,2018,2
2018-02-02,0.0,2018,2
2018-02-08,6.0,2018,2
2018-02-08,0.0,2018,2
2018-02-08,0.0,2018,2
2018-02-08,0.0,2018,2
2018-02-11,3.0,2018,2
2018-02-13,2.0,2018,2
2018-02-13,0.0,2018,2
2018-02-14,1.0,2018,2
2018-02-14,0.0,2018,2
2018-02-17,3.0,2018,2
2018-02-17,0.0,2018,2
2018-02-20,3.0,2018,2
2018-02-20,0.0,2018,2
2018-02-22,2.0,2018,2
2018-02-22,0.0,2018,2
2018-02-23,1.0,2018,2
2018-02-26,3.0,2018,2
2018-02-26,0.0,2018,2
2018-03-04,6.0,2018,3
2018-03-04,0.0,2018,3
2018-03-07,3.0,2018,3
2018-03-10,3.0,2018,3
2018-03-10,0.0,2018,3
2018-03-16,6.0,2018,3
2018-03-16,0.0,2018,3
2018-03-19,3.0,2018,3
2018-03-22,3.0,2018,3
2018-03-22,0.0,2018,3
2018-03-27,5.0,2018,3
2018-03-27,0.0,2018,3
2018-03-28,1.0,2018,3
2018-03-28,0.0,2018,3
2018-03-31,3.0,2018,3
2018-03-31,0.0,2018,3
2018-03-31,0.0,2018,3
2018-04-09,9.0,2018,4
2018-04-09,0.0,2018,4
2018-04-12,3.0,2018,4
2018-04-21,9.0,2018,4
2018-04-21,0.0,2018,4
2018-04-24,3.0,2018,4
2018-04-27,3.0,2018,4
2018-04-27,0.0,2018,4
2018-05-03,6.0,2018,5
2018-05-03,0.0,2018,5
2018-05-03,0.0,2018,5
2018-05-06,3.0,2018,5
2018-05-08,2.0,2018,5
2018-05-08,0.0,2018,5
2018-05-09,1.0,2018,5
2018-05-09,0.0,2018,5
2018-05-12,3.0,2018,5
2018-05-12,0.0,2018,5
2018-05-15,3.0,2018,5
2018-05-15,0.0,2018,5
2018-05-17,2.0,2018,5
2018-05-17,0.0,2018,5
2018-05-18,1.0,2018,5
2018-05-21,3.0,2018,5
2018-05-21,0.0,2018,5
2018-05-27,6.0,2018,5
2018-05-27,0.0,2018,5
2018-05-30,3.0,2018,5
2018-06-05,6.0,2018,6
2018-06-05,0.0,2018,6
2018-06-08,3.0,2018,6
2018-06-08,0.0,2018,6
2018-06-11,3.0,2018,6
2018-06-14,3.0,2018,6
2018-06-14,0.0,2018,6
2018-06-14,0.0,2018,6
2018-06-23,9.0,2018,6
2018-06-23,0.0,2018,6
2018-06-23,0.0,2018,6
2018-06-26,3.0,2018,6
2018-06-26,0.0,2018,6
2018-07-03,7.0,2018,7
2018-07-05,2.0,2018,7
2018-07-08,3.0,2018,7
2018-07-08,0.0,2018,7
2018-07-14,6.0,2018,7
2018-07-14,0.0,2018,7
2018-07-17,3.0,2018,7
2018-07-17,0.0,2018,7
2018-07-17,0.0,2018,7
2018-07-20,3.0,2018,7
2018-07-20,0.0,2018,7
2018-07-21,1.0,2018,7
2018-07-21,0.0,2018,7
2018-07-26,5.0,2018,7
2018-07-26,0.0,2018,7
2018-07-29,3.0,2018,7
2018-08-01,3.0,2018,8
2018-08-01,0.0,2018,8
2018-08-07,6.0,2018,8
2018-08-07,0.0,2018,8
2018-08-10,3.0,2018,8
2018-08-14,4.0,2018,8
2018-08-19,5.0,2018,8
2018-08-19,0.0,2018,8
2018-08-22,3.0,2018,8
2018-08-23,1.0,2018,8
2018-08-25,2.0,2018,8
2018-08-25,0.0,2018,8
2018-08-28,3.0,2018,8
2018-08-28,0.0,2018,8
2018-08-31,3.0,2018,8
2018-08-31,0.0,2018,8
2018-09-01,1.0,2018,9
2018-09-01,0.0,2018,9
2018-09-03,2.0,2018,9
2018-09-06,3.0,2018,9
2018-09-06,0.0,2018,9
2018-09-06,0.0,2018,9
2018-09-06,0.0,2018,9
2018-09-12,6.0,2018,9
2018-09-12,0.0,2018,9
2018-09-15,3.0,2018,9
2018-09-18,3.0,2018,9
2018-09-18,0.0,2018,9
2018-09-19,1.0,2018,9
2018-09-24,5.0,2018,9
2018-09-24,0.0,2018,9
2018-09-25,1.0,2018,9
2018-09-25,0.0,2018,9
2018-09-27,2.0,2018,9
2018-09-30,3.0,2018,9
2018-09-30,0.0,2018,9
2018-10-04,4.0,2018,10
2018-10-06,2.0,2018,10
2018-10-06,0.0,2018,10
2018-10-09,3.0,2018,10
2018-10-09,0.0,2018,10
2018-10-09,0.0,2018,10
2018-10-12,3.0,2018,10
2018-10-12,0.0,2018,10
2018-10-13,1.0,2018,10
2018-10-13,0.0,2018,10
2018-10-18,5.0,2018,10
2018-10-18,0.0,2018,10
2018-10-21,3.0,2018,10
2018-10-24,3.0,2018,10
2018-10-24,0.0,2018,10
2018-10-30,6.0,2018,10
2018-10-30,0.0,2018,10
2018-11-02,3.0,2018,11
2018-11-05,3.0,2018,11
2018-11-05,0.0,2018,11
2018-11-06,1.0,2018,11
2018-11-11,5.0,2018,11
2018-11-11,0.0,2018,11
2018-11-14,3.0,2018,11
2018-11-15,1.0,2018,11
2018-11-15,0.0,2018,11
2018-11-17,2.0,2018,11
2018-11-17,0.0,2018,11
2018-11-20,3.0,2018,11
2018-11-20,0.0,2018,11
2018-11-23,3.0,2018,11
2018-11-23,0.0,2018,11
2018-11-24,1.0,2018,11
2018-11-24,0.0,2018,11
2018-11-26,2.0,2018,11
2018-11-29,3.0,2018,11
2018-11-29,0.0,2018,11
2018-11-29,0.0,2018,11
2018-11-29,0.0,2018,11
2018-12-08,9.0,2018,12
2018-12-11,3.0,2018,12
2018-12-11,0.0,2018,12
2018-12-17,6.0,2018,12
2018-12-17,0.0,2018,12
2018-12-18,1.0,2018,12
2018-12-20,2.0,2018,12
2018-12-23,3.0,2018,12
2018-12-23,0.0,2018,12
2018-12-27,4.0,2018,12
2018-12-29,2.0,2018,12
2018-12-29,0.0,2018,12
2019-01-01,3.0,2019,1
2019-01-01,0.0,2019,1
2019-01-01,0.0,2019,1
2019-01-04,3.0,2019,1
2019-01-04,0.0,2019,1
2019-01-05,1.0,2019,1
2019-01-05,0.0,2019,1
2019-01-10,5.0,2019,1
2019-01-10,0.0,2019,1
2019-01-10,0.0,2019,1
2019-01-10,0.0,2019,1
2019-01-13,3.0,2019,1
2019-01-16,3.0,2019,1
2019-01-16,0.0,2019,1
2019-01-22,6.0,2019,1
2019-01-22,0.0,2019,1
2019-01-25,3.0,2019,1
2019-01-28,3.0,2019,1
2019-01-28,0.0,2019,1
2019-01-29,1.0,2019,1
2019-01-29,0.0,2019,1
2019-02-03,5.0,2019,2
2019-02-03,0.0,2019,2
2019-02-06,3.0,2019,2
2019-02-07,1.0,2019,2
2019-02-07,0.0,2019,2
2019-02-09,2.0,2019,2
2019-02-09,0.0,2019,2
2019-02-12,3.0,2019,2
2019-02-12,0.0,2019,2
2019-02-15,3.0,2019,2
2019-02-15,0.0,2019,2
2019-02-16,1.0,2019,2
2019-02-16,0.0,2019,2
2019-02-18,2.0,2019,2
2019-02-21,3.0,2019,2
2019-02-21,0.0,2019,2
2019-02-21,0.0,2019,2
2019-02-21,0.0,2019,2
2019-02-27,6.0,2019,2
2019-02-27,0.0,2019,2
2019-03-02,3.0,2019,3
2019-03-11,9.0,2019,3
2019-03-11,0.0,2019,3
2019-03-12,1.0,2019,3
2019-03-12,0.0,2019,3
2019-03-14,2.0,2019,3
2019-03-17,3.0,2019,3
2019-03-17,0.0,2019,3
2019-03-21,4.0,2019,3
2019-03-23,2.0,2019,3
2019-03-23,0.0,2019,3
2019-03-26,3.0,2019,3
2019-03-26,0.0,2019,3
2019-03-26,0.0,2019,3
2019-03-29,3.0,2019,3
2019-03-29,0.0,2019,3
2019-03-30,1.0,2019,3
2019-03-30,0.0,2019,3
2019-04-04,5.0,2019,4
2019-04-04,0.0,2019,4
2019-04-04,0.0,2019,4
2019-04-04,0.0,2019,4
2019-04-07,3.0,2019,4
2019-04-10,3.0,2019,4
2019-04-10,0.0,2019,4
2019-04-16,6.0,2019,4
2019-04-16,0.0,2019,4
2019-04-19,3.0,2019,4
2019-04-22,3.0,2019,4
2019-04-22,0.0,2019,4
2019-04-23,1.0,2019,4
2019-04-23,0.0,2019,4
2019-04-28,5.0,2019,4
2019-04-28,0.0,2019,4
2019-05-01,3.0,2019,5
2019-05-02,1.0,2019,5
2019-05-04,2.0,2019,5
2019-05-04,0.0,2019,5
2019-05-07,3.0,2019,5
2019-05-07,0.0,2019,5
2019-05-07,0.0,2019,5
2019-05-10,3.0,2019,5
2019-05-10,0.0,2019,5
2019-05-11,1.0,2019,5
2019-05-11,0.0,2019,5
2019-05-13,2.0,2019,5
2019-05-16,3.0,2019,5
2019-05-16,0.0,2019,5
2019-05-22,6.0,2019,5
2019-05-22,0.0,2019,5
2019-06-03,12.0,2019,6
2019-06-03,0.0,2019,6
2019-06-04,1.0,2019,6
2019-06-06,2.0,2019,6
2019-06-13,7.0,2019,6
2019-06-15,2.0,2019,6
2019-06-15,0.0,2019,6
2019-06-18,3.0,2019,6
2019-06-18,0.0,2019,6
2019-06-18,0.0,2019,6
2019-06-22,4.0,2019,6
2019-06-22,0.0,2019,6
2019-06-27,5.0,2019,6
2019-06-27,0.0,2019,6
2019-06-27,0.0,2019,6
2019-06-27,0.0,2019,6
2019-06-30,3.0,2019,6
2019-07-02,2.0,2019,7
2019-07-09,7.0,2019,7
2019-07-09,0.0,2019,7
2019-07-11,2.0,2019,7
2019-07-12,1.0,2019,7
2019-07-16,4.0,2019,7
2019-07-16,0.0,2019,7
2019-07-20,4.0,2019,7
2019-07-20,0.0,2019,7
2019-07-21,1.0,2019,7
2019-07-21,0.0,2019,7
2019-07-24,3.0,2019,7
2019-07-25,1.0,2019,7
2019-07-25,0.0,2019,7
2019-07-27,2.0,2019,7
2019-07-27,0.0,2019,7
2019-08-02,6.0,2019,8
2019-08-02,0.0,2019,8
2019-08-05,3.0,2019,8
2019-08-08,3.0,2019,8
2019-08-08,0.0,2019,8
2019-08-13,5.0,2019,8
2019-08-13,0.0,2019,8
2019-08-17,4.0,2019,8
2019-08-20,3.0,2019,8
2019-08-20,0.0,2019,8
2019-08-22,2.0,2019,8
2019-08-22,0.0,2019,8
2019-08-26,4.0,2019,8
2019-08-26,0.0,2019,8
2019-08-27,1.0,2019,8
2019-08-27,0.0,2019,8
2019-08-29,2.0,2019,8
2019-08-31,2.0,2019,8
2019-08-31,0.0,2019,8
2019-09-01,1.0,2019,9
2019-09-01,0.0,2019,9
2019-09-05,4.0,2019,9
2019-09-05,0.0,2019,9
2019-09-07,2.0,2019,9
2019-09-07,0.0,2019,9
2019-09-10,3.0,2019,9
2019-09-13,3.0,2019,9
2019-09-13,0.0,2019,9
2019-09-18,5.0,2019,9
2019-09-19,1.0,2019,9
2019-09-19,0.0,2019,9
2019-09-22,3.0,2019,9
2019-09-24,2.0,2019,9
2019-09-24,0.0,2019,9
2019-09-25,1.0,2019,9
2019-09-25,0.0,2019,9
2019-10-01,6.0,2019,10
2019-10-01,0.0,2019,10
2019-10-03,2.0,2019,10
2019-10-04,1.0,2019,10
2019-10-07,3.0,2019,10
2019-10-07,0.0,2019,10
2019-10-08,1.0,2019,10
2019-10-08,0.0,2019,10
2019-10-12,4.0,2019,10
2019-10-12,0.0,2019,10
2019-10-13,1.0,2019,10
2019-10-13,0.0,2019,10
2019-10-16,3.0,2019,10
2019-10-17,1.0,2019,10
2019-10-17,0.0,2019,10
2019-10-19,2.0,2019,10
2019-10-19,0.0,2019,10
2019-10-25,6.0,2019,10
2019-10-25,0.0,2019,10
2019-10-28,3.0,2019,10
2019-10-31,3.0,2019,10
2019-10-31,0.0,2019,10
2019-11-05,5.0,2019,11
2019-11-05,0.0,2019,11
2019-11-06,1.0,2019,11
2019-11-06,0.0,2019,11
2019-11-09,3.0,2019,11
2019-11-12,3.0,2019,11
2019-11-12,0.0,2019,11
2019-11-14,2.0,2019,11
2019-11-14,0.0,2019,11
2019-11-18,4.0,2019,11
2019-11-18,0.0,2019,11
2019-11-19,1.0,2019,11
2019-11-19,0.0,2019,11
2019-11-21,2.0,2019,11
2019-11-23,2.0,2019,11
2019-11-23,0.0,2019,11
2019-11-24,1.0,2019,11
2019-11-24,0.0,2019,11
2019-11-28,4.0,2019,11
2019-11-28,0.0,2019,11
2019-11-30,2.0,2019,11
2019-11-30,0.0,2019,11
2019-11-30,0.0,2019,11
2019-12-03,3.0,2019,12
2019-12-06,3.0,2019,12
2019-12-06,0.0,2019,12
2019-12-12,6.0,2019,12
2019-12-12,0.0,2019,12
2019-12-12,0.0,2019,12
2019-12-15,3.0,2019,12
2019-12-17,2.0,2019,12
2019-12-17,0.0,2019,12
2019-12-18,1.0,2019,12
2019-12-18,0.0,2019,12
2019-12-24,6.0,2019,12
2019-12-24,0.0,2019,12
2019-12-24,0.0,2019,12
2019-12-27,3.0,2019,12
2019-12-30,3.0,2019,12
2019-12-30,0.0,2019,12
2019-12-31,1.0,2019,12
2019-12-31,0.0,2019,12
2020-01-04,4.0,2020,1
2020-01-04,0.0,2020,1
2020-01-05,1.0,2020,1
2020-01-05,0.0,2020,1
2020-01-05,0.0,2020,1
2020-01-08,3.0,2020,1
2020-01-09,1.0,2020,1
2020-01-09,0.0,2020,1
2020-01-11,2.0,2020,1
2020-01-11,0.0,2020,1
2020-01-17,6.0,2020,1
2020-01-17,0.0,2020,1
2020-01-17,0.0,2020,1
2020-01-20,3.0,2020,1
2020-01-23,3.0,2020,1
2020-01-23,0.0,2020,1
2020-01-28,5.0,2020,1
2020-01-28,0.0,2020,1
2020-01-29,1.0,2020,1
2020-01-29,0.0,2020,1
2020-02-01,3.0,2020,2
2020-02-04,3.0,2020,2
2020-02-04,0.0,2020,2
2020-02-06,2.0,2020,2
2020-02-06,0.0,2020,2
2020-02-10,4.0,2020,2
2020-02-10,0.0,2020,2
2020-02-11,1.0,2020,2
2020-02-11,0.0,2020,2
2020-02-13,2.0,2020,2
2020-02-15,2.0,2020,2
2020-02-15,0.0,2020,2
2020-02-16,1.0,2020,2
2020-02-16,0.0,2020,2
2020-02-22,6.0,2020,2
2020-02-22,0.0,2020,2
2020-02-25,3.0,2020,2
2020-02-28,3.0,2020,2
2020-02-28,0.0,2020,2
2020-03-05,6.0,2020,3
2020-03-05,0.0,2020,3
2020-03-08,3.0,2020,3
2020-03-10,2.0,2020,3
2020-03-10,0.0,2020,3
2020-03-11,1.0,2020,3
2020-03-11,0.0,2020,3
2020-03-17,6.0,2020,3
2020-03-17,0.0,2020,3
2020-03-20,3.0,2020,3
2020-03-23,3.0,2020,3
2020-03-23,0.0,2020,3
2020-03-24,1.0,2020,3
2020-03-24,0.0,2020,3
2020-03-28,4.0,2020,3
2020-03-28,0.0,2020,3
2020-03-29,1.0,2020,3
2020-03-29,0.0,2020,3
2020-04-01,3.0,2020,4
2020-04-02,1.0,2020,4
2020-04-02,0.0,2020,4
2020-04-04,2.0,2020,4
2020-04-04,0.0,2020,4
2020-04-10,6.0,2020,4
2020-04-10,0.0,2020,4
2020-04-13,3.0,2020,4
2020-04-16,3.0,2020,4
2020-04-16,0.0,2020,4
2020-04-21,5.0,2020,4
2020-04-21,0.0,2020,4
2020-04-22,1.0,2020,4
2020-04-22,0.0,2020,4
2020-04-25,3.0,2020,4
2020-04-28,3.0,2020,4
2020-04-28,0.0,2020,4
2020-04-30,2.0,2020,4
2020-05-04,4.0,2020,5
2020-05-04,0.0,2020,5
2020-05-05,1.0,2020,5
2020-05-05,0.0,2020,5
2020-05-07,2.0,2020,5
2020-05-09,2.0,2020,5
2020-05-09,0.0,2020,5
2020-05-14,5.0,2020,5
2020-05-14,0.0,2020,5
2020-05-16,2.0,2020,5
2020-05-16,0.0,2020,5
2020-05-16,0.0,2020,5
2020-05-19,3.0,2020,5
2020-05-22,3.0,2020,5
2020-05-22,0.0,2020,5
2020-05-22,0.0,2020,5
2020-05-25,3.0,2020,5
2020-05-28,3.0,2020,5
2020-05-28,0.0,2020,5
2020-05-28,0.0,2020,5
2020-05-31,3.0,2020,5
2020-06-02,2.0,2020,6
2020-06-02,0.0,2020,6
2020-06-03,1.0,2020,6
2020-06-03,0.0,2020,6
2020-06-09,6.0,2020,6
2020-06-09,0.0,2020,6
2020-06-11,2.0,2020,6
2020-06-11,0.0,2020,6
2020-06-12,1.0,2020,6
2020-06-15,3.0,2020,6
2020-06-15,0.0,2020,6
2020-06-16,1.0,2020,6
2020-06-16,0.0,2020,6
2020-06-20,4.0,2020,6
2020-06-20,0.0,2020,6
2020-06-21,1.0,2020,6
2020-06-21,0.0,2020,6
2020-06-24,3.0,2020,6
2020-06-27,3.0,2020,6
2020-06-27,0.0,2020,6
2020-06-30,3.0,2020,6
2020-06-30,0.0,2020,6
2020-07-03,3.0,2020,7
2020-07-03,0.0,2020,7
2020-07-06,3.0,2020,7
2020-07-09,3.0,2020,7
2020-07-09,0.0,2020,7
2020-07-09,0.0,2020,7
2020-07-14,5.0,2020,7
2020-07-14,0.0,2020,7
2020-07-15,1.0,2020,7
2020-07-15,0.0,2020,7
2020-07-18,3.0,2020,7
2020-07-18,0.0,2020,7
2020-07-18,0.0,2020,7
2020-07-21,3.0,2020,7
2020-07-21,0.0,2020,7
2020-07-21,0.0,2020,7
2020-07-24,3.0,2020,7
2020-07-27,3.0,2020,7
2020-07-27,0.0,2020,7
2020-07-30,3.0,2020,7
